Strategy,Instance,TotalTime,Accuracy
3 threads,0,85.411017,0.910700
3 threads,1,87.980679,0.937000
3 threads,2,88.064267,0.944600
3 threads,3,88.650607,0.948900
3 threads,4,89.416198,0.952300
3 threads,5,89.507252,0.955000
3 threads,6,90.600515,0.955900
3 threads,7,90.477983,0.956900
3 threads,8,89.736539,0.957500
3 threads,9,91.818143,0.958300
