Strategy,Instance,TotalTime,Accuracy
8 threads,0,68.962018,0.910700
8 threads,1,73.931805,0.937000
8 threads,2,74.114308,0.944600
8 threads,3,74.180108,0.948900
8 threads,4,73.902754,0.952300
8 threads,5,75.073887,0.955000
8 threads,6,73.810616,0.955900
8 threads,7,75.456249,0.956900
8 threads,8,73.079766,0.957500
8 threads,9,73.977416,0.958300
